listing_link,anomaly_score
https://facebook.com/marketplace/item/691645976185627/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-3109494678223415736%22%2C%22mf_story_key%22%3A%226783620381658550%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6783620381658550%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A0%2C%5C%22ranking_signature%5C%22%3A2279850260726075461%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00058969966530494%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226783620381658550%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,0.18596239000029452
https://facebook.com/marketplace/item/209748332123684/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-3109494678223415736%22%2C%22mf_story_key%22%3A%225874951379274964%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5874951379274964%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A1%2C%5C%22ranking_signature%5C%22%3A2279850260726075461%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00046237280437612%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225874951379274964%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,0.10085177902743259
https://facebook.com/marketplace/item/316937914457505/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-3109494678223415736%22%2C%22mf_story_key%22%3A%2223937065205937055%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A23937065205937055%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A2%2C%5C%22ranking_signature%5C%22%3A2279850260726075461%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00046237230437612%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%2223937065205937055%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,0.16429336849520748
https://facebook.com/marketplace/item/327540866532015/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-3109494678223415736%22%2C%22mf_story_key%22%3A%226885577341502199%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6885577341502199%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A3%2C%5C%22ranking_signature%5C%22%3A2279850260726075461%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00046237180437612%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226885577341502199%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,0.1245762809579582
https://facebook.com/marketplace/item/603741451730163/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-3109494678223415736%22%2C%22mf_story_key%22%3A%226509270729185579%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6509270729185579%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A4%2C%5C%22ranking_signature%5C%22%3A2279850260726075461%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00046237130437612%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226509270729185579%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,0.05489800948335205
https://facebook.com/marketplace/item/967121747708583/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-3109494678223415736%22%2C%22mf_story_key%22%3A%226738749656205319%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6738749656205319%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A5%2C%5C%22ranking_signature%5C%22%3A2279850260726075461%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00046237080437612%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226738749656205319%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,0.030995813296170405
https://facebook.com/marketplace/item/862112495210172/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-3109494678223415736%22%2C%22mf_story_key%22%3A%227199401733417989%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7199401733417989%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A6%2C%5C%22ranking_signature%5C%22%3A2279850260726075461%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00046237030437612%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227199401733417989%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,0.15092247425696403
https://facebook.com/marketplace/item/1445885069362598/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-3109494678223415736%22%2C%22mf_story_key%22%3A%226393483230777981%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6393483230777981%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A7%2C%5C%22ranking_signature%5C%22%3A2279850260726075461%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00046236980437612%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226393483230777981%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,0.12393566265303096
https://facebook.com/marketplace/item/875845480689880/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-3109494678223415736%22%2C%22mf_story_key%22%3A%227110358742316825%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7110358742316825%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A8%2C%5C%22ranking_signature%5C%22%3A2279850260726075461%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A0.00046236930437612%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227110358742316825%5C%22%3A111%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D&__tn__=!%3AD,0.13088074579512832
https://abilene.craigslist.org/ctd/d/georgetown-2014-ford-f250-king-ranch/7685877136.html,0.14230162498520027
